Gene Symbol,Ensembl ID,Pvalue,LogFC,Dataset,Accession,Tissue,origem
AHR,ENSG00000106546,	3.01331679261074e-189,	-17.2036518463546,,,,Delorey_Endothelial.csv
ANKRD36C,ENSG00000174501,	1.40149555532307e-129,	-59.1095485185451,,,,Delorey_Endothelial.csv
ARGLU1,ENSG00000134884,	0.0002960869334489,	47.3862630860458,,,,Delorey_Endothelial.csv
BACH2,ENSG00000112182,	4.72735472703881e-05,	-15.8092570206228,,,,Delorey_Endothelial.csv
BMPR2,ENSG00000204217,	7.72147978727202e-06,	-19.3116644828974,,,,Delorey_Endothelial.csv
CADPS2,ENSG00000081803,	8.598069847099881e-54,	51.1078336070737,,,,Delorey_Endothelial.csv
ERG,ENSG00000157554,	5.6867044202641e-20,	-59.8320574679446,,,,Delorey_Endothelial.csv
FLT1,ENSG00000102755,	7.24761678076425e-215,	56.8718954431605,,,,Delorey_Endothelial.csv
FMNL2,ENSG00000157827,	1.08432982254782e-15,	75.4879964864708,,,,Delorey_Endothelial.csv
FTL,ENSG00000087086,	1.21641780357382e-159,	61.6196337648315,,,,Delorey_Endothelial.csv
GBE1,ENSG00000114480,	2.59842549550747e-35,	168.904027721214,,,,Delorey_Endothelial.csv
HSP90AA1,ENSG00000080824,0,	200.780368506294,,,,Delorey_Endothelial.csv
INO80D,ENSG00000114933,	1.05742541888138e-229,	66.8291669802675,,,,Delorey_Endothelial.csv
LINC00342,ENSG00000232931,0,	-81.2554606864066,,,,Delorey_Endothelial.csv
MALAT1,ENSG00000251562,0,	554.428331982124,,,,Delorey_Endothelial.csv
MT-ATP6,ENSG00000198899,	5.3870528272299e-33,	203.667112930166,,,,Delorey_Endothelial.csv
MT-CO1,ENSG00000198804,	8.36639890977898e-22,	171.492409034302,,,,Delorey_Endothelial.csv
MT-CO2,ENSG00000198712,	1.95837986687589e-53,	196.547654344735,,,,Delorey_Endothelial.csv
MT-CO3,ENSG00000198938,	6.13962986008751e-36,	160.634759564543,,,,Delorey_Endothelial.csv
MT-ND1,ENSG00000198888,	5.693040768700812e-14,	238.837230676964,,,,Delorey_Endothelial.csv
MT-ND2,ENSG00000198763,	2.8474553123947007e-21,	202.623846080556,,,,Delorey_Endothelial.csv
MT-ND3,ENSG00000198840,	9.07123858841275e-34,	299.05320107341,,,,Delorey_Endothelial.csv
MT-ND4,ENSG00000198886,	9.40110748530563e-23,	217.517179255709,,,,Delorey_Endothelial.csv
NEAT1,ENSG00000245532,	8.470928653669381e-151,	98.3175447340852,,,,Delorey_Endothelial.csv
NRG3,ENSG00000185737,	0.0192934624820251,	79.7592264610116,,,,Delorey_Endothelial.csv
PITPNC1,ENSG00000154217,	1.27383919982064e-06,	-17.5976785924873,,,,Delorey_Endothelial.csv
PLPP1,ENSG00000067113,	2.81163474536438e-57,	85.3693954045827,,,,Delorey_Endothelial.csv
PRKG1,ENSG00000185532,	1.01380275491691e-20,	75.6196418927652,,,,Delorey_Endothelial.csv
RASGEF1B,ENSG00000138670,0,	210.52255450588,,,,Delorey_Endothelial.csv
SLC26A3,ENSG00000091138,	1.00595182592929e-292,	71.5474642128745,,,,Delorey_Endothelial.csv
SYN3,ENSG00000185666,	7.24854314383064e-14,	-37.4482284706515,,,,Delorey_Endothelial.csv
TCF4,ENSG00000196628,	4.34069134397751e-223,	68.2157807254859,,,,Delorey_Endothelial.csv
ABLIM1,ENSG00000099204,	0.0014892290351511,	-12.7183909669128,,,,Izar_Endothelial.csv
AC007319.1,AC007319.1,	3.71056953212349e-16,	18.2475235074532,,,,Izar_Endothelial.csv
AFF3,ENSG00000144218,	4.97325610989999e-58,	-13.7750508235299,,,,Izar_Endothelial.csv
ARHGEF7,ENSG00000102606,	8.1301539471394e-17,	23.9835175544486,,,,Izar_Endothelial.csv
BMPR2,ENSG00000204217,	1.02010690788966e-55,	-14.3188644551615,,,,Izar_Endothelial.csv
CNKSR3,ENSG00000153721,	4.6311027260128505e-20,	-23.5395643358506,,,,Izar_Endothelial.csv
CRIM1,ENSG00000150938,	2.0146837282481902e-20,	25.2426258463315,,,,Izar_Endothelial.csv
ERG,ENSG00000157554,	2.9511273241279e-13,	-50.0449971554232,,,,Izar_Endothelial.csv
FBXL7,ENSG00000183580,	1.63662357605019e-06,	20.0221194716827,,,,Izar_Endothelial.csv
HIF1A-AS3,ENSG00000258667,	5.4727899887154e-14,	25.2694703549342,,,,Izar_Endothelial.csv
HSP90AA1,ENSG00000080824,	1.5417723726008e-200,	185.597289096124,,,,Izar_Endothelial.csv
INSR,ENSG00000171105,	4.47648701351832e-12,	-20.470795274266,,,,Izar_Endothelial.csv
KIAA1217,ENSG00000120549,	1.18347691117975e-57,	-14.8353497025843,,,,Izar_Endothelial.csv
MALAT1,ENSG00000251562,	2.2485295114478602e-65,	184.19258187411,,,,Izar_Endothelial.csv
MYO1E,ENSG00000157483,	3.5028534311524204e-15,	-13.464847276102,,,,Izar_Endothelial.csv
NEAT1,ENSG00000245532,	7.7475429856448e-163,	149.528214584519,,,,Izar_Endothelial.csv
PDE10A,ENSG00000112541,	6.2141972930906e-33,	21.2237252262816,,,,Izar_Endothelial.csv
PIK3R3,ENSG00000117461,	1.98933588132473e-16,	53.4333223673388,,,,Izar_Endothelial.csv
RALGAPA2,ENSG00000188559,	1.59903171378695e-70,	13.9596439565733,,,,Izar_Endothelial.csv
SERPINE1,ENSG00000106366,	1.15344641726688e-24,	-15.9589276997938,,,,Izar_Endothelial.csv
SLCO2A1,ENSG00000174640,	2.72729488335657e-13,	13.9646181730724,,,,Izar_Endothelial.csv
SYN3,ENSG00000185666,	4.5874895695130603e-17,	-19.220561589921,,,,Izar_Endothelial.csv
TIMP3,ENSG00000100234,	6.9896559594258e-16,	-29.5166730333452,,,,Izar_Endothelial.csv
ACKR1,ENSG00000213088,	1.21430697158796e-224,	-38.4513298632036,,,,Kropski_Endothelial.csv
AREG,ENSG00000109321,	7.13146306830329e-268,	63.3348408499248,,,,Kropski_Endothelial.csv
CCL23,ENSG00000274736,	8.08315082018099e-213,	-108.135190186585,,,,Kropski_Endothelial.csv
CCL4,ENSG00000275302,	9.25938519271576e-218,	108.26581763511,,,,Kropski_Endothelial.csv
CD74,ENSG00000019582,	6.84764497857552e-142,	63.7005344172211,,,,Kropski_Endothelial.csv
CLDN5,ENSG00000184113,	3.5865243284550907e-199,	-34.0968574083076,,,,Kropski_Endothelial.csv
CLU,ENSG00000120885,	1.63400085682989e-264,	65.7709096358032,,,,Kropski_Endothelial.csv
CST3,ENSG00000101439,	1.74226343602506e-05,	51.2687002921664,,,,Kropski_Endothelial.csv
CTGF,CTGF,0,	-178.958999193404,,,,Kropski_Endothelial.csv
FCN3,ENSG00000142748,	5.07921291221029e-88,	-101.92973317342,,,,Kropski_Endothelial.csv
FOS,ENSG00000170345,0,	101.63162797361,,,,Kropski_Endothelial.csv
FTH1,ENSG00000167996,	9.01989769913307e-27,	137.51707406283,,,,Kropski_Endothelial.csv
FTL,ENSG00000087086,	1.54543097146445e-08,	126.016083304246,,,,Kropski_Endothelial.csv
ID1,ENSG00000125968,0,	-31.0387849185577,,,,Kropski_Endothelial.csv
IGHG1,ENSG00000211896,	1.3703377565457002e-197,	59.2744724721537,,,,Kropski_Endothelial.csv
IGLV3-19,ENSG00000211663,	1.0016398365584e-307,	962.844021143129,,,,Kropski_Endothelial.csv
IL1RL1,ENSG00000115602,	1.6024372996611102e-104,	-67.737683506933,,,,Kropski_Endothelial.csv
JUN,ENSG00000177606,	2.83241184007044e-99,	65.2207105796203,,,,Kropski_Endothelial.csv
MALAT1,ENSG00000251562,0,	-726.61668586102,,,,Kropski_Endothelial.csv
MGP,ENSG00000111341,	1.43696718965384e-61,	-44.451803653281,,,,Kropski_Endothelial.csv
MT-ATP6,ENSG00000198899,	2.99555974322751e-223,	-40.4568698285836,,,,Kropski_Endothelial.csv
MT-ND2,ENSG00000198763,0,	-69.3780830014809,,,,Kropski_Endothelial.csv
MT-ND3,ENSG00000198840,	1.03015380105021e-29,	-51.4316464373168,,,,Kropski_Endothelial.csv
MT-ND4,ENSG00000198886,	6.149254405590649e-288,	-60.0768727772092,,,,Kropski_Endothelial.csv
RPL39,ENSG00000198918,0,	52.4047003009565,,,,Kropski_Endothelial.csv
RPLP1,ENSG00000137818,	1.26315028802212e-226,	54.1252780391289,,,,Kropski_Endothelial.csv
RPS12,ENSG00000112306,	8.20893118525598e-213,	56.6528073063369,,,,Kropski_Endothelial.csv
RPS18,ENSG00000231500,	4.5893838879586e-229,	-33.3292844566047,,,,Kropski_Endothelial.csv
RPS26,ENSG00000197728,0,	52.3096580512212,,,,Kropski_Endothelial.csv
RPS8,ENSG00000142937,	5.21239470067569e-254,	51.2021125156106,,,,Kropski_Endothelial.csv
S100A10,ENSG00000197747,	2.31531445846316e-62,	60.9950383543072,,,,Kropski_Endothelial.csv
SCGB1A1,ENSG00000149021,0,	-264.502313231408,,,,Kropski_Endothelial.csv
SCGB3A1,ENSG00000161055,	9.050333004324961e-290,	-77.8157860968805,,,,Kropski_Endothelial.csv
SCGB3A2,ENSG00000164265,	3.70942009962783e-18,	-543.394342991582,,,,Kropski_Endothelial.csv
SFTPC,ENSG00000168484,	1.79107047803736e-99,	-530.410126896516,,,,Kropski_Endothelial.csv
SPARCL1,ENSG00000152583,	1.3402914985812702e-201,	-45.6377340368869,,,,Kropski_Endothelial.csv
TAGLN,ENSG00000149591,	1.21605865781027e-71,	-50.3644771244368,,,,Kropski_Endothelial.csv
TIMP1,ENSG00000102265,	4.4860880275385e-148,	87.063317200356,,,,Kropski_Endothelial.csv
TIMP3,ENSG00000100234,0,	-40.1284385565333,,,,Kropski_Endothelial.csv
TM4SF1,ENSG00000169908,	4.88972884946086e-200,	93.8220143696985,,,,Kropski_Endothelial.csv
TMSB4X,ENSG00000205542,0,	-110.541708255961,,,,Kropski_Endothelial.csv
ACKR1,ENSG00000213088,	3.72361759277479e-179,	-61.3427111852772,,,,Xu_Endothelial.csv
ACTB,ENSG00000075624,	5.15058397011888e-16,	-47.0332734958723,,,,Xu_Endothelial.csv
ADIRF,ENSG00000148671,0,	-37.0217347601994,,,,Xu_Endothelial.csv
ANXA2,ENSG00000182718,	4.480706010296159e-252,	-36.7266532512782,,,,Xu_Endothelial.csv
B2M,ENSG00000166710,	1.62605180887678e-30,	-198.562478918903,,,,Xu_Endothelial.csv
C1QA,ENSG00000173372,	1.45513684894474e-79,	-43.5473873207548,,,,Xu_Endothelial.csv
C1QB,ENSG00000173369,	1.90254092596474e-92,	-35.3704701751583,,,,Xu_Endothelial.csv
CAV1,ENSG00000105974,0,	-48.3428617905476,,,,Xu_Endothelial.csv
CCL23,ENSG00000274736,	7.06128717922517e-191,	-133.468712916234,,,,Xu_Endothelial.csv
CCL3,ENSG00000277632,	6.26548527030627e-171,	134.863814188545,,,,Xu_Endothelial.csv
CCL3L1,CCL3L1,	3.7669237378587306e-188,	183.832012619741,,,,Xu_Endothelial.csv
CCL4,ENSG00000275302,	8.48192433871797e-211,	261.738470272938,,,,Xu_Endothelial.csv
CCL4L2,ENSG00000276070,	1.09820355551676e-180,	314.614080932694,,,,Xu_Endothelial.csv
CLDN5,ENSG00000184113,0,	-57.4865024707632,,,,Xu_Endothelial.csv
CSTB,ENSG00000160213,	0.0002119406179442,	76.8682208743728,,,,Xu_Endothelial.csv
CTGF,CTGF,	3.10133112902485e-274,	-242.937552992059,,,,Xu_Endothelial.csv
CXCL8,ENSG00000169429,0,	339.726510178727,,,,Xu_Endothelial.csv
EREG,ENSG00000124882,	1.0631226009796999e-219,	85.8835373128063,,,,Xu_Endothelial.csv
FCN3,ENSG00000142748,0,	-251.702284677219,,,,Xu_Endothelial.csv
FOS,ENSG00000170345,	6.11447720101993e-257,	212.950034537315,,,,Xu_Endothelial.csv
FTH1,ENSG00000167996,	3.27759374410265e-178,	511.407220044513,,,,Xu_Endothelial.csv
FTL,ENSG00000087086,	2.55939525078135e-212,inf,,,,Xu_Endothelial.csv
G0S2,ENSG00000123689,0,	120.175464940563,,,,Xu_Endothelial.csv
H3F3B,H3F3B,	6.8869962554795395e-177,	90.4947317752906,,,,Xu_Endothelial.csv
HBB,ENSG00000244734,	2.13920245265781e-154,inf,,,,Xu_Endothelial.csv
HLA-C,ENSG00000204525,	4.30671556024994e-168,	-36.9255305671648,,,,Xu_Endothelial.csv
HLA-E,ENSG00000204592,	1.4733525322154899e-207,	-62.6168112576691,,,,Xu_Endothelial.csv
HMOX1,ENSG00000100292,	9.732378037122807e-230,	93.0255772313921,,,,Xu_Endothelial.csv
HSP90AA1,ENSG00000080824,	1.72101029711198e-29,	152.176115950157,,,,Xu_Endothelial.csv
HSPA5,ENSG00000044574,	0.0002863467903904,	106.009523135841,,,,Xu_Endothelial.csv
IFI27,ENSG00000165949,0,	-33.9762186516589,,,,Xu_Endothelial.csv
IGFBP7,ENSG00000163453,0,	-77.2123566352101,,,,Xu_Endothelial.csv
IL1RL1,ENSG00000115602,	4.62164741769153e-127,	-66.9339320871569,,,,Xu_Endothelial.csv
ITM2B,ENSG00000136156,	1.20388452339482e-77,	-31.8479820429933,,,,Xu_Endothelial.csv
LYZ,ENSG00000090382,	1.37620398760311e-111,	152.176154726036,,,,Xu_Endothelial.csv
MGP,ENSG00000111341,	9.20736942020578e-268,	276.877876076085,,,,Xu_Endothelial.csv
MT-ATP6,ENSG00000198899,0,	144.962676395709,,,,Xu_Endothelial.csv
MT-ND2,ENSG00000198763,	0.0015586598096825,	-72.3755615145498,,,,Xu_Endothelial.csv
MT1A,ENSG00000205362,	2.55866341598635e-45,	144.962613720544,,,,Xu_Endothelial.csv
MT1E,ENSG00000169715,	1.18239046989625e-44,	104.567218513826,,,,Xu_Endothelial.csv
MT1F,ENSG00000198417,	1.362596242056e-287,	169.363537322918,,,,Xu_Endothelial.csv
MT1G,ENSG00000125144,0,	533.08575706189,,,,Xu_Endothelial.csv
MT1M,ENSG00000205364,	5.43960019104308e-263,	315.013216305731,,,,Xu_Endothelial.csv
MT1X,ENSG00000187193,	2.80499883878124e-212,	331.070339955311,,,,Xu_Endothelial.csv
MT2A,ENSG00000125148,	1.37977324533046e-111,	430.616297754731,,,,Xu_Endothelial.csv
NAMPT,ENSG00000105835,0,	92.0479038331929,,,,Xu_Endothelial.csv
NEAT1,ENSG00000245532,0,	312.109097647263,,,,Xu_Endothelial.csv
NFKBIA,ENSG00000100906,	2.0569884958158095e-128,	78.6003959723644,,,,Xu_Endothelial.csv
PTMA,ENSG00000187514,	1.2292596790030101e-152,	-58.8887749393666,,,,Xu_Endothelial.csv
RPL34,ENSG00000109475,0,	-48.3579717945402,,,,Xu_Endothelial.csv
RPS18,ENSG00000231500,	6.270408103014589e-301,	-34.9591792462885,,,,Xu_Endothelial.csv
S100A12,ENSG00000163221,0,	91.6140864861641,,,,Xu_Endothelial.csv
S100A6,ENSG00000197956,	3.4032756755836805e-120,	-137.805548354912,,,,Xu_Endothelial.csv
S100A8,ENSG00000143546,	5.46866727474953e-257,	459.027745488759,,,,Xu_Endothelial.csv
S100A9,ENSG00000163220,0,	365.695021352721,,,,Xu_Endothelial.csv
SAT1,ENSG00000130066,0,	207.936474120984,,,,Xu_Endothelial.csv
SCGB1A1,ENSG00000149021,0,	-284.960442526195,,,,Xu_Endothelial.csv
SCGB3A1,ENSG00000161055,	6.18615182470162e-299,	-35.3705455387038,,,,Xu_Endothelial.csv
SCGB3A2,ENSG00000164265,	6.71784239945358e-17,	-48.1740169360695,,,,Xu_Endothelial.csv
SFTPA2,ENSG00000185303,	2.03779678460782e-57,	-35.3824545337599,,,,Xu_Endothelial.csv
SFTPB,ENSG00000168878,	0.009340021872721,	-40.6930360881943,,,,Xu_Endothelial.csv
SFTPC,ENSG00000168484,	1.78415105742965e-267,	-898.104519935871,,,,Xu_Endothelial.csv
SLPI,ENSG00000124107,	2.29656625168831e-41,	-48.356959637499,,,,Xu_Endothelial.csv
SOD2,ENSG00000112096,0,	143.101290472152,,,,Xu_Endothelial.csv
SPP1,ENSG00000118785,0,	130.532356852279,,,,Xu_Endothelial.csv
SRGN,ENSG00000122862,0,	195.529774290986,,,,Xu_Endothelial.csv
TAGLN,ENSG00000149591,	4.6951446699380295e-99,	-72.8789381761538,,,,Xu_Endothelial.csv
THBS1,ENSG00000137801,	3.6236491977882e-184,	106.979361251359,,,,Xu_Endothelial.csv
TIMP1,ENSG00000102265,	8.62898027311227e-77,	-188.299809289805,,,,Xu_Endothelial.csv
TIMP3,ENSG00000100234,0,	-49.6408301418094,,,,Xu_Endothelial.csv
TMSB10,ENSG00000034510,0,	-108.95108627379,,,,Xu_Endothelial.csv
TMSB4X,ENSG00000205542,	3.022582518666109e-296,	-111.837393661006,,,,Xu_Endothelial.csv
TXNIP,ENSG00000265972,	4.47540387549856e-13,	88.4342663625529,,,,Xu_Endothelial.csv
VCAN,ENSG00000038427,	7.400431953357171e-173,	74.1237394506672,,,,Xu_Endothelial.csv
AGR2,ENSG00000106541,	1.15039113764608e-84,	-184.797061962044,,,,LIAO_Epithelial.csv
ANKRD36C,ENSG00000174501,	3.4725824577630204e-52,	56.1314912007098,,,,LIAO_Epithelial.csv
AQP3,ENSG00000165272,	4.9232053375705e-51,	-105.444899028327,,,,LIAO_Epithelial.csv
BPIFB1,ENSG00000125999,	4.11431412158883e-72,	-210.765572535699,,,,LIAO_Epithelial.csv
CCL2,ENSG00000108691,	2.75560318861362e-39,	267.644045904289,,,,LIAO_Epithelial.csv
CCL8,ENSG00000108700,	1.8963153335788496e-56,	301.391166817472,,,,LIAO_Epithelial.csv
CD74,ENSG00000019582,	7.69362047479709e-06,	83.5441489274537,,,,LIAO_Epithelial.csv
CLU,ENSG00000120885,	0.0001004971930867,	-65.0488550587329,,,,LIAO_Epithelial.csv
CTSL,ENSG00000135047,	2.10450637345899e-23,	63.3899144817671,,,,LIAO_Epithelial.csv
CXCL10,ENSG00000169245,	1.50233733743835e-88,	105.11446941797,,,,LIAO_Epithelial.csv
CXCL8,ENSG00000169429,	1.01772676308556e-11,	66.1605172554362,,,,LIAO_Epithelial.csv
DDIT3,ENSG00000175197,	1.24008764525541e-36,	49.9359457057632,,,,LIAO_Epithelial.csv
FOS,ENSG00000170345,	1.9582352094051495e-11,	-65.0531713268712,,,,LIAO_Epithelial.csv
FOXJ1,ENSG00000129654,	1.69137990759947e-105,	64.6245434653178,,,,LIAO_Epithelial.csv
FTH1,ENSG00000167996,	0.0015835561888381,inf,,,,LIAO_Epithelial.csv
GAPDH,ENSG00000111640,	1.4564655875264e-39,	61.7506131975404,,,,LIAO_Epithelial.csv
GPRC5A,ENSG00000013588,	9.53133649392768e-104,	-49.9530834624863,,,,LIAO_Epithelial.csv
GPX4,ENSG00000167468,	6.31488322401044e-53,	73.2421275682347,,,,LIAO_Epithelial.csv
HLA-DRA,ENSG00000204287,	1.59770768287447e-09,	-63.1867080402881,,,,LIAO_Epithelial.csv
ISG15,ENSG00000187608,	4.0780407391409706e-117,	278.308046119368,,,,LIAO_Epithelial.csv
JUND,ENSG00000130522,	4.175326857582789e-11,	-48.9611554593775,,,,LIAO_Epithelial.csv
KRT17,ENSG00000128422,	6.61523521215359e-120,	-316.351133353941,,,,LIAO_Epithelial.csv
KRT19,ENSG00000171345,	1.6579670941898301e-21,	-118.423400629423,,,,LIAO_Epithelial.csv
KRT7,ENSG00000135480,	5.32898931740454e-52,	-69.3717691456618,,,,LIAO_Epithelial.csv
LCN2,ENSG00000148346,	2.4381760828117103e-19,	-171.812806594043,,,,LIAO_Epithelial.csv
LYZ,ENSG00000090382,	1.7189148479445e-66,	-148.72968593982,,,,LIAO_Epithelial.csv
MSMB,ENSG00000263639,	1.52467703554928e-10,	76.3307448994595,,,,LIAO_Epithelial.csv
MT-ATP6,ENSG00000198899,	1.16932998215312e-200,	-134.934720436084,,,,LIAO_Epithelial.csv
MT-ATP8,ENSG00000228253,	4.46974009205753e-214,	201.660929839522,,,,LIAO_Epithelial.csv
MT-CO1,ENSG00000198804,	1.71752636252826e-38,	246.568755263756,,,,LIAO_Epithelial.csv
MT-CO2,ENSG00000198712,	5.779354607756271e-15,	123.756558376112,,,,LIAO_Epithelial.csv
MT-CO3,ENSG00000198938,	1.28836105760458e-104,	59.0183758902748,,,,LIAO_Epithelial.csv
MT-ND2,ENSG00000198763,	6.87604260264491e-23,	66.2318751556089,,,,LIAO_Epithelial.csv
MT-ND3,ENSG00000198840,	4.572373528685769e-60,	152.793577605825,,,,LIAO_Epithelial.csv
MT-ND5,ENSG00000198786,	0.0201363543403369,	89.3411139129202,,,,LIAO_Epithelial.csv
MT2A,ENSG00000125148,	3.61061632822352e-46,	86.4295406696851,,,,LIAO_Epithelial.csv
NEAT1,ENSG00000245532,	0.0001149269285928,	69.1873650932387,,,,LIAO_Epithelial.csv
PSAP,ENSG00000197746,	2.8449266750280496e-11,	59.0175564506175,,,,LIAO_Epithelial.csv
RHOB,ENSG00000143878,	2.55458256415356e-11,	-82.2495639112303,,,,LIAO_Epithelial.csv
RPS15,ENSG00000115268,	3.7817189545979e-21,	50.1608287464937,,,,LIAO_Epithelial.csv
RPS19,ENSG00000105372,	5.3587338359648e-62,	112.367804235406,,,,LIAO_Epithelial.csv
S100A2,ENSG00000196754,	1.02924540495689e-116,	-118.433098945349,,,,LIAO_Epithelial.csv
S100A6,ENSG00000197956,	2.25009445460424e-76,	-160.271246266932,,,,LIAO_Epithelial.csv
S100A8,ENSG00000143546,	0.0015013341151861,	200.402510694347,,,,LIAO_Epithelial.csv
SAT1,ENSG00000130066,	5.2177198706204006e-20,	113.840327451655,,,,LIAO_Epithelial.csv
SERF2,ENSG00000140264,	2.12253966363594e-10,	55.0436256640387,,,,LIAO_Epithelial.csv
SERPINA1,ENSG00000197249,	0.0015057709861342,	78.0349916911982,,,,LIAO_Epithelial.csv
SOD2,ENSG00000112096,	8.71536647991273e-68,	83.3153586480342,,,,LIAO_Epithelial.csv
SOX4,ENSG00000124766,	1.49094084066112e-18,	66.3934445736561,,,,LIAO_Epithelial.csv
SQSTM1,ENSG00000161011,	3.82653327131723e-37,	97.9284130379665,,,,LIAO_Epithelial.csv
SYNE1,ENSG00000131018,	8.314444652438669e-80,	55.2902455061693,,,,LIAO_Epithelial.csv
TAOK1,ENSG00000160551,0,	115.69971147984,,,,LIAO_Epithelial.csv
TFF3,ENSG00000160180,	0.0064297164589497,	-298.769970192272,,,,LIAO_Epithelial.csv
TMSB4X,ENSG00000205542,	3.22394336330211e-120,	-57.6571190586474,,,,LIAO_Epithelial.csv
TUBB4B,ENSG00000188229,	7.03816639453931e-25,	64.7890095363395,,,,LIAO_Epithelial.csv
VMO1,ENSG00000182853,	1.76505803690878e-68,	61.8731224788282,,,,LIAO_Epithelial.csv
AC092640.1,AC092640.1,	1.20760637489332e-101,	-38.2939226607082,,,,BOST_Epithelial.csv
AC096564.1,AC096564.1,	1.03517636505282e-138,	-51.3553048312414,,,,BOST_Epithelial.csv
ACSL4,ENSG00000068366,	1.5102992331483502e-97,	-28.8240564448536,,,,BOST_Epithelial.csv
ACTB,ENSG00000075624,0,	127.224688995026,,,,BOST_Epithelial.csv
AGBL1,ENSG00000273540,	1.17238906761581e-214,	-45.5012646484389,,,,BOST_Epithelial.csv
AKAP13,ENSG00000170776,0,	-30.4601588176447,,,,BOST_Epithelial.csv
AL133268.4,AL133268.4,	1.47993001002074e-132,	-63.8300631482195,,,,BOST_Epithelial.csv
ANK3,ENSG00000151150,0,	-45.0091481289623,,,,BOST_Epithelial.csv
ATF7IP2,ENSG00000166669,	1.46073373101942e-81,	-51.5543475925982,,,,BOST_Epithelial.csv
ATP13A4,ENSG00000127249,	2.7137820007926097e-306,	-52.779259780822,,,,BOST_Epithelial.csv
B2M,ENSG00000166710,0,	126.627258278288,,,,BOST_Epithelial.csv
BTBD9,ENSG00000183826,0,	-31.2245023070281,,,,BOST_Epithelial.csv
C20orf85,ENSG00000124237,0,	60.1354128620097,,,,BOST_Epithelial.csv
CAMK1D,ENSG00000183049,	3.91603431550322e-168,	-43.9106034061107,,,,BOST_Epithelial.csv
CAPS,ENSG00000105519,0,	52.9302688609602,,,,BOST_Epithelial.csv
CXCL8,ENSG00000169429,0,	305.776888890265,,,,BOST_Epithelial.csv
DLG2,ENSG00000150672,	4.6967187525031896e-262,	-35.717017190236,,,,BOST_Epithelial.csv
DNAH12,ENSG00000174844,	2.0495284236098495e-230,	-32.2922712194348,,,,BOST_Epithelial.csv
ELL2,ENSG00000118985,	3.68116323667853e-118,	-36.5689341762168,,,,BOST_Epithelial.csv
EMP2,ENSG00000213853,	4.80771016675734e-83,	-39.0361863258966,,,,BOST_Epithelial.csv
ERBB4,ENSG00000178568,	7.512988757188059e-268,	-35.3427375457666,,,,BOST_Epithelial.csv
FOS,ENSG00000170345,	1.0101548084026e-70,	55.1222398216706,,,,BOST_Epithelial.csv
FTH1,ENSG00000167996,0,	557.004333947184,,,,BOST_Epithelial.csv
FTL,ENSG00000087086,0,	476.357931862592,,,,BOST_Epithelial.csv
FTO,ENSG00000140718,	2.31587851120498e-157,	-54.5683358206959,,,,BOST_Epithelial.csv
G0S2,ENSG00000123689,0,	57.3146432760974,,,,BOST_Epithelial.csv
GPC5,ENSG00000179399,	5.85856555041532e-255,	-57.1868893956179,,,,BOST_Epithelial.csv
IFITM2,ENSG00000185201,0,	53.1991382011383,,,,BOST_Epithelial.csv
KHDRBS2,ENSG00000112232,	1.77728504399815e-148,	-43.7659434809342,,,,BOST_Epithelial.csv
LAMA3,ENSG00000053747,	5.3395529021356105e-201,	-29.6059162410375,,,,BOST_Epithelial.csv
LCN2,ENSG00000148346,0,	163.024669943543,,,,BOST_Epithelial.csv
LHFPL3,ENSG00000187416,	7.25631597016795e-153,	-35.4387597543055,,,,BOST_Epithelial.csv
LIMCH1,ENSG00000064042,0,	-65.5552031752806,,,,BOST_Epithelial.csv
LMO7,ENSG00000136153,	2.51055233569776e-300,	-36.0595453606706,,,,BOST_Epithelial.csv
LRRK2,ENSG00000188906,	1.7417950696160104e-196,	-63.0462919903306,,,,BOST_Epithelial.csv
MACROD2,ENSG00000172264,0,	-97.4955010085818,,,,BOST_Epithelial.csv
MAGI3,ENSG00000081026,0,	-29.6599085085427,,,,BOST_Epithelial.csv
MALAT1,ENSG00000251562,	4.02720674088175e-105,	293.139530077606,,,,BOST_Epithelial.csv
MARCKS,ENSG00000277443,0,	48.6395425136335,,,,BOST_Epithelial.csv
MBNL1,ENSG00000152601,0,	-47.818251878591,,,,BOST_Epithelial.csv
MT-ATP6,ENSG00000198899,0,	163.144204947889,,,,BOST_Epithelial.csv
MT-CO1,ENSG00000198804,0,	282.72592941767,,,,BOST_Epithelial.csv
MT-CO2,ENSG00000198712,0,	205.119153214642,,,,BOST_Epithelial.csv
MT-CO3,ENSG00000198938,0,	145.913140871434,,,,BOST_Epithelial.csv
MT-CYB,ENSG00000198727,0,	123.831220504923,,,,BOST_Epithelial.csv
MT-ND1,ENSG00000198888,0,	72.5965655605815,,,,BOST_Epithelial.csv
MT-ND2,ENSG00000198763,0,	235.270956572635,,,,BOST_Epithelial.csv
MT-ND3,ENSG00000198840,0,	155.985275234895,,,,BOST_Epithelial.csv
MT-ND4,ENSG00000198886,0,	108.284514091886,,,,BOST_Epithelial.csv
MT-ND5,ENSG00000198786,0,	71.6236749545967,,,,BOST_Epithelial.csv
MTRNR2L12,ENSG00000269028,0,	157.230626652511,,,,BOST_Epithelial.csv
MTRNR2L8,ENSG00000255823,0,	154.258297866375,,,,BOST_Epithelial.csv
NCKAP5,ENSG00000176771,	1.86831068813478e-147,	-127.735784305444,,,,BOST_Epithelial.csv
NEAT1,ENSG00000245532,	0.0088882442544084,	62.308323534277,,,,BOST_Epithelial.csv
